	set1_id	set1_country	set1_city	set1_orgvisibility	set2_id	set2_country	set2_city	set2_orgvisibility	set1_orgname_with_city	set2_orgname_with_city	similarity
190	60273331	Egypt	Cairo	true	60273705	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
191	60273331	Egypt	Cairo	true	60216991	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
192	60274264	Egypt	Cairo	true	60002575	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
193	60274264	Egypt	Cairo	true	60278283	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
194	60274264	Egypt	Cairo	true	60273602	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
195	60274264	Egypt	Cairo	true	60273331	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
196	60274264	Egypt	Cairo	true	60274955	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
197	60274264	Egypt	Cairo	true	60273705	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
198	60274264	Egypt	Cairo	true	60216991	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
199	60273761	Egypt	6th October	true	60273777	Egypt	6th October	true	Faculty of Pharmacy, 6th October	Faculty of Pharmacy, 6th October	1.0
200	60273761	Egypt	6th October	true	60273392	Egypt	6th October	true	Faculty of Pharmacy, 6th October	Faculty of Pharmacy, 6th October	1.0
201	60274982	Egypt	Cairo	true	60217037	Egypt	Cairo	true	Faculty of Education, Cairo	Faculty of Education, Cairo	1.0
202	60271535	Algeria	Constantine	true	60271373	Algeria	Constantine	true	Faculty of Medicine of Constantine, Constantine	Faculty of Medicine, Constantine	1.0
203	60274995	Egypt	Cairo	true	60276437	Egypt	Cairo	true	Faculty of Mass Communication, Cairo	Faculty of Mass Communication, Cairo	1.0
204	60274995	Egypt	Cairo	true	60275850	Egypt	Cairo	true	Faculty of Mass Communication, Cairo	Faculty of Mass Communication, Cairo	1.0
205	60249933	Italy	Rome	true	60212168	Italy	Rome	true	Facoltà di Economia, Rome	Facoltà di Economia, Rome	1.0
206	60249933	Italy	Rome	true	60212168	Italy	Rome	true	Faculty of Economics, Rome	Faculty of Economics, Rome	1.0
207	60275914	Egypt	6th October	true	60275800	Egypt	6th October	true	Faculty of Languages and Translation, 6th October	Faculty of Languages and Translation, 6th October	1.0
208	60273666	Egypt	Mansoura	true	60231631	Egypt	Mansoura	true	Faculty of Pharmacy, Mansoura	Faculty of Pharmacy, Mansoura	1.0
209	60274478	Egypt	Suez	true	60273306	Egypt	Suez	true	Faculty of Physical Therapy, Suez	Faculty of Physical Therapy, Suez	1.0
210	60278271	Egypt	6th October	true	60274105	Egypt	6th October	true	Faculty of Physical therapy, 6th October	Faculty of Physical Therapy, 6th October	1.0
211	60278271	Egypt	6th October	true	60273393	Egypt	6th October	true	Faculty of Physical therapy, 6th October	Faculty of Physical Therapy, 6th October	1.0
212	60273121	Egypt	Alexandria	true	60008708	Egypt	Alexandria	true	Faculty of Engineering, Alexandria	Faculty of Engineering, Alexandria	1.0
213	60243207	Egypt	Cairo	true	60274267	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
214	60243207	Egypt	Cairo	true	60274950	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
215	60243207	Egypt	Cairo	true	60217011	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
216	60273023	Egypt	Cairo	true	60274269	Egypt	Cairo	true	Faculty of Physical Therapy, Cairo	Faculty of Physical Therapy, Cairo	1.0
217	60273023	Egypt	Cairo	true	60273710	Egypt	Cairo	true	Faculty of Physical Therapy, Cairo	Faculty of Physical Therapy, Cairo	1.0
218	60275800	Egypt	6th October	true	60275914	Egypt	6th October	true	Faculty of Languages and Translation, 6th October	Faculty of Languages and Translation, 6th October	1.0
219	60273567	Egypt	Mansoura	true	60007226	Egypt	Mansoura	true	Faculty of Medicine, Mansoura	Faculty of Medicine, Mansoura	1.0
220	60274955	Egypt	Cairo	true	60002575	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
221	60274955	Egypt	Cairo	true	60278283	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
222	60274955	Egypt	Cairo	true	60273602	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
223	60274955	Egypt	Cairo	true	60273331	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
224	60274955	Egypt	Cairo	true	60274264	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
225	60274955	Egypt	Cairo	true	60273705	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
226	60274955	Egypt	Cairo	true	60216991	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
227	60274270	Egypt	Cairo	true	60015323	Egypt	Cairo	true	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	1.0
228	60274270	Egypt	Cairo	true	60020436	Egypt	Cairo	true	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	1.0
229	60274270	Egypt	Cairo	true	60024697	Egypt	Cairo	true	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	1.0
230	60273145	Egypt	Asyut	true	60275946	Egypt	Asyut	true	Faculty of Pharmacy, Asyut	Faculty of Pharmacy, Asyut	1.0
231	60274978	Egypt	Cairo	true	60273758	Egypt	Cairo	true	Faculty of Languages ​​and Translation, Cairo	Faculty of Languages and Translation, Cairo	1.0
232	60274071	Egypt	Beni Suef	true	60218563	Egypt	Beni Suef	true	Faculty of Physical Therapy, Beni Suef	Faculty of Physical Therapy, Beni Suef	1.0
233	60273047	Egypt	Alexandria	true	60016246	Egypt	Alexandria	true	Faculty of Pharmacy, Alexandria	Faculty of Pharmacy, Alexandria	1.0
234	60273306	Egypt	Suez	true	60274478	Egypt	Suez	true	Faculty of Physical Therapy, Suez	Faculty of Physical Therapy, Suez	1.0
235	60274479	Egypt	Suez	true	60273304	Egypt	Suez	true	Faculty of Dentistry, Suez	Faculty of Dentistry, Suez	1.0
236	60273370	Egypt	Cairo	true	60274267	Egypt	Cairo	true	Faculty of Oral and Dental Medicine, Cairo	Faculty of Oral and Dental Medicine, Cairo	1.0
237	60275990	Egypt	Cairo	true	60274268	Egypt	Cairo	true	Faculty of Nursing, Cairo	Faculty of Nursing, Cairo	1.0
238	60275990	Egypt	Cairo	true	60217117	Egypt	Cairo	true	Faculty of Nursing, Cairo	Faculty of Nursing, Cairo	1.0
239	60274267	Egypt	Cairo	true	60273370	Egypt	Cairo	true	Faculty of Oral and Dental Medicine, Cairo	Faculty of Oral and Dental Medicine, Cairo	1.0
240	60274267	Egypt	Cairo	true	60243207	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
241	60274267	Egypt	Cairo	true	60274950	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
242	60274267	Egypt	Cairo	true	60217011	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
243	60273581	Egypt	Suez	true	60274473	Egypt	Suez	true	Faculty of the Arts, Suez	Faculty of Arts, Suez	1.0
244	60273295	Egypt	Suez	true	60274488	Egypt	Suez	true	Faculty of Engineering, Suez	Faculty of Engineering, Suez	1.0
245	60274066	Egypt	Beni Suef	true	60218526	Egypt	Beni Suef	true	Faculty of Engineering, Beni Suef	Faculty of Engineering, Beni Suef	1.0
246	60273591	Egypt	6th October	true	60273464	Egypt	6th October	true	Faculty of Engineering, 6th October	Faculty of Engineering, 6th October	1.0
247	60273591	Egypt	6th October	true	60273778	Egypt	6th October	true	Faculty of Engineering, 6th October	Faculty of Engineering, 6th October	1.0
248	60274265	Egypt	Cairo	true	60004782	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
249	60274265	Egypt	Cairo	true	60273709	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
250	60274265	Egypt	Cairo	true	60273712	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
251	60274265	Egypt	Cairo	true	60273371	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
252	60274265	Egypt	Cairo	true	60216981	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
253	60278293	Egypt	Mansoura	true	60231702	Egypt	Mansoura	true	Faculty of Arts, Mansoura	Faculty of Arts, Mansoura	1.0
254	60273300	Egypt	Suez	true	60274477	Egypt	Suez	true	Faculty of Medicine, Suez	Faculty of Medicine, Suez	1.0
255	60274951	Egypt	Cairo	true	60216969	Egypt	Cairo	true	Faculty of Science, Cairo	Faculty of Science, Cairo	1.0
256	60273161	Egypt	El Shorouk	true	60276326	Egypt	El Shorouk	true	Faculty of Communication and Mass Media, El Shorouk	Faculty of Media and Mass Communication, El Shorouk	1.0
257	60273705	Egypt	Cairo	true	60002575	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
258	60273705	Egypt	Cairo	true	60278283	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
259	60273705	Egypt	Cairo	true	60273602	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
260	60273705	Egypt	Cairo	true	60273331	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
261	60273705	Egypt	Cairo	true	60274264	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
262	60273705	Egypt	Cairo	true	60274955	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
263	60273705	Egypt	Cairo	true	60216991	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
264	60274950	Egypt	Cairo	true	60243207	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
265	60274950	Egypt	Cairo	true	60274267	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
266	60274950	Egypt	Cairo	true	60217011	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
267	60274268	Egypt	Cairo	true	60275990	Egypt	Cairo	true	Faculty of Nursing, Cairo	Faculty of Nursing, Cairo	1.0
268	60274268	Egypt	Cairo	true	60217117	Egypt	Cairo	true	Faculty of Nursing, Cairo	Faculty of Nursing, Cairo	1.0
269	60273582	Egypt	6th October	true	60273390	Egypt	6th October	true	Faculty of Dentistry, 6th October	Faculty of Dentistry, 6th October	1.0
270	60273582	Egypt	6th October	true	60273773	Egypt	6th October	true	Faculty of Dentistry, 6th October	Faculty of Dentistry, 6th October	1.0
271	60241529	Sweden	Orebro	false	60221948	Sweden	Orebro	true	Faculty of Business, Science and Engineering, Orebro	Faculty of Business, Science and Engineering, Orebro	1.0
272	60218499	Egypt	Beni Suef	true	60274070	Egypt	Beni Suef	true	Faculty of Pharmacy, Beni Suef	Faculty of Pharmacy, Beni Suef	1.0
273	60216981	Egypt	Cairo	true	60004782	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
274	60216981	Egypt	Cairo	true	60273709	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
275	60216981	Egypt	Cairo	true	60273712	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
276	60216981	Egypt	Cairo	true	60273371	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
277	60216981	Egypt	Cairo	true	60274265	Egypt	Cairo	true	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	1.0
278	60231617	Egypt	Mansoura	true	60273669	Egypt	Mansoura	true	Faculty of Engineering, Mansoura	Faculty of Engineering, Mansoura	1.0
279	60231631	Egypt	Mansoura	true	60273666	Egypt	Mansoura	true	Faculty of Pharmacy, Mansoura	Faculty of Pharmacy, Mansoura	1.0
280	60217037	Egypt	Cairo	true	60274982	Egypt	Cairo	true	Faculty of Education, Cairo	Faculty of Education, Cairo	1.0
281	60231702	Egypt	Mansoura	true	60278293	Egypt	Mansoura	true	Faculty of Arts, Mansoura	Faculty of Arts, Mansoura	1.0
282	60212168	Italy	Rome	true	60249933	Italy	Rome	true	Facoltà di Economia, Rome	Facoltà di Economia, Rome	1.0
283	60212168	Italy	Rome	true	60249933	Italy	Rome	true	Faculty of Economics, Rome	Faculty of Economics, Rome	1.0
284	60216969	Egypt	Cairo	true	60274951	Egypt	Cairo	true	Faculty of Science, Cairo	Faculty of Science, Cairo	1.0
285	60218563	Egypt	Beni Suef	true	60274071	Egypt	Beni Suef	true	Faculty of Physical Therapy, Beni Suef	Faculty of Physical Therapy, Beni Suef	1.0
286	60222522	Spain	Barcelona	true	60226627	Spain	Barcelona	true	Facultat d'Economia i Empresa, Barcelona	Facultat d'Economia i Empresa, Barcelona	1.0
287	60222522	Spain	Barcelona	true	60226627	Spain	Barcelona	true	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	1.0
288	60222522	Spain	Barcelona	true	60227731	Spain	Barcelona	true	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	1.0
289	60226627	Spain	Barcelona	true	60222522	Spain	Barcelona	true	Facultat d'Economia i Empresa, Barcelona	Facultat d'Economia i Empresa, Barcelona	1.0
290	60226627	Spain	Barcelona	true	60222522	Spain	Barcelona	true	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	1.0
291	60226627	Spain	Barcelona	true	60227731	Spain	Barcelona	true	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	1.0
292	60217011	Egypt	Cairo	true	60243207	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
293	60217011	Egypt	Cairo	true	60274267	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
294	60217011	Egypt	Cairo	true	60274950	Egypt	Cairo	true	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	1.0
295	60218526	Egypt	Beni Suef	true	60274066	Egypt	Beni Suef	true	Faculty of Engineering, Beni Suef	Faculty of Engineering, Beni Suef	1.0
296	60227731	Spain	Barcelona	true	60222522	Spain	Barcelona	true	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	1.0
297	60227731	Spain	Barcelona	true	60226627	Spain	Barcelona	true	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	1.0
298	60221948	Sweden	Orebro	true	60241529	Sweden	Orebro	false	Faculty of Business, Science and Engineering, Orebro	Faculty of Business, Science and Engineering, Orebro	1.0
299	60216991	Egypt	Cairo	true	60002575	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
300	60216991	Egypt	Cairo	true	60278283	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
301	60216991	Egypt	Cairo	true	60273602	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
302	60216991	Egypt	Cairo	true	60273331	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
303	60216991	Egypt	Cairo	true	60274264	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
304	60216991	Egypt	Cairo	true	60274955	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
305	60216991	Egypt	Cairo	true	60273705	Egypt	Cairo	true	Faculty of Engineering, Cairo	Faculty of Engineering, Cairo	1.0
306	60217062	Egypt	Cairo	true	60274976	Egypt	Cairo	true	Faculty of Agriculture, Cairo	Faculty of Agriculture, Cairo	1.0
307	60212030	Chile	Santiago	true	60009418	Chile	Santiago	true	Facultad de Medicina, Santiago	Facultad de Medicina, Santiago	1.0
308	60217117	Egypt	Cairo	true	60275990	Egypt	Cairo	true	Faculty of Nursing, Cairo	Faculty of Nursing, Cairo	1.0
309	60217117	Egypt	Cairo	true	60274268	Egypt	Cairo	true	Faculty of Nursing, Cairo	Faculty of Nursing, Cairo	1.0
310	60003277	Canada	Nanaimo	false	60101614	Canada	Nanaimo	true	Malaspina University College, Nanaimo	Malaspina University-College, Nanaimo	1.0
311	60101614	Canada	Nanaimo	true	60003277	Canada	Nanaimo	false	Malaspina University-College, Nanaimo	Malaspina University College, Nanaimo	1.0
312	60111610	United States	Hershey	false	60101686	United States	Hershey	true	Penn State Hershey Cancer Institute, Hershey	Penn State Cancer Institute, Hershey	1.0
313	60101686	United States	Hershey	true	60111610	United States	Hershey	false	Penn State Cancer Institute, Hershey	Penn State Hershey Cancer Institute, Hershey	1.0
314	60012469	United States	Chicago	true	60015579	United States	Chicago	true	Saint Xavier University, Chicago	Saint Xavier University Chicago, Chicago	1.0
315	60015579	United States	Chicago	true	60012469	United States	Chicago	true	Saint Xavier University Chicago, Chicago	Saint Xavier University, Chicago	1.0
316	60030300	Sweden	Stockholm	false	60111257	Sweden	Stockholm	true	Sophiahemmet Queen Sophia Hospital Sweden, Stockholm	Sophiahemmet Queen Sophia Hospital Sweden, Stockholm	1.0
317	60111257	Sweden	Stockholm	true	60030300	Sweden	Stockholm	false	Sophiahemmet Queen Sophia Hospital Sweden, Stockholm	Sophiahemmet Queen Sophia Hospital Sweden, Stockholm	1.0
318	60312533	Germany	Uberlingen	true	60303884	Germany	Uberlingen	true	Bodenseewerk Gerätetechnik GmbH, Uberlingen	Bodenseewerk Gerätetechnik Gmbh, Uberlingen	1.0
319	60303885	Germany	Uberlingen	true	60072364	Germany	Uberlingen	true	Bodenseewerk Perkin-Elmer Gmbh, Uberlingen	Bodenseewerk Perkin-Elmer GmbH, Uberlingen	1.0
320	60303884	Germany	Uberlingen	true	60312533	Germany	Uberlingen	true	Bodenseewerk Gerätetechnik Gmbh, Uberlingen	Bodenseewerk Gerätetechnik GmbH, Uberlingen	1.0
321	60072364	Germany	Uberlingen	true	60303885	Germany	Uberlingen	true	Bodenseewerk Perkin-Elmer GmbH, Uberlingen	Bodenseewerk Perkin-Elmer Gmbh, Uberlingen	1.0
322	60295380	China	Suzhou	true	60298518	China	Suzhou	true	CGeneTech (Suzhou, China) Co., Ltd., Suzhou	Cgenetech (Suzhou, China) Co., Ltd., Suzhou	1.0
323	60298518	China	Suzhou	true	60295380	China	Suzhou	true	Cgenetech (Suzhou, China) Co., Ltd., Suzhou	CGeneTech (Suzhou, China) Co., Ltd., Suzhou	1.0
324	60300495	Israel	Rehovot	true	60295546	Israel	Rehovot	true	FuturaGene Israel Ltd., Rehovot	Futuragene Israel Ltd., Rehovot	1.0
325	60295546	Israel	Rehovot	true	60300495	Israel	Rehovot	true	Futuragene Israel Ltd., Rehovot	FuturaGene Israel Ltd., Rehovot	1.0
326	60018219	Iran	Tehran	true	60013786	Iran	Tehran	false	Infectious Diseases and Tropical Medicine Research Center Joundishapour, Tehran	Infectious Diseases and Tropical Medicine Research Center Joundishapour, Tehran	1.0
327	60013786	Iran	Tehran	false	60018219	Iran	Tehran	true	Infectious Diseases and Tropical Medicine Research Center Joundishapour, Tehran	Infectious Diseases and Tropical Medicine Research Center Joundishapour, Tehran	1.0
328	60321535	Canada	Thetford Mines	true	60322681	Canada	Thetford Mines	true	Mécanique Analytique Inc, Thetford Mines	Mécanique Analytique Inc., Thetford Mines	1.0
329	60322681	Canada	Thetford Mines	true	60321535	Canada	Thetford Mines	true	Mécanique Analytique Inc., Thetford Mines	Mécanique Analytique Inc, Thetford Mines	1.0
330	60022958	Sweden	Sundsvall	true	60106597	Sweden	Sundsvall	true	Mid Sweden University, Sundsvall	Mid Sweden University, Sundsvall, Sundsvall	1.0
331	60106597	Sweden	Sundsvall	true	60022958	Sweden	Sundsvall	true	Mid Sweden University, Sundsvall, Sundsvall	Mid Sweden University, Sundsvall	1.0
332	60291713	Morocco	Casablanca	false	60170292	Morocco	Casablanca	true	Mohammed VI University of Health Sciences, Casablanca	Mohammed VI University of Sciences and Health, Casablanca	1.0
333	60291713	Morocco	Casablanca	false	60170292	Morocco	Casablanca	true	Mohammed VI University of Health Sciences (UM6SS), Casablanca	Mohammed VI University of Sciences and Health - UM6SS, Casablanca	1.0
334	60170292	Morocco	Casablanca	true	60291713	Morocco	Casablanca	false	Mohammed VI University of Sciences and Health - UM6SS, Casablanca	Mohammed VI University of Health Sciences (UM6SS), Casablanca	1.0
335	60170292	Morocco	Casablanca	true	60291713	Morocco	Casablanca	false	Mohammed VI University of Sciences and Health, Casablanca	Mohammed VI University of Health Sciences, Casablanca	1.0
336	60297639	Canada	Toronto	true	60311110	Canada	Toronto	true	NoNO Inc., Toronto	Nono Inc., Toronto	1.0
337	60311110	Canada	Toronto	true	60297639	Canada	Toronto	true	Nono Inc., Toronto	NoNO Inc., Toronto	1.0
338	60018670	United States	Cranbury	true	60307965	United States	Cranbury	true	Princeton Lightwave, Inc., Cranbury	Princeton Lightwave Inc, Cranbury	1.0
339	60307965	United States	Cranbury	true	60018670	United States	Cranbury	true	Princeton Lightwave Inc, Cranbury	Princeton Lightwave, Inc., Cranbury	1.0
340	60304726	United States	Suwanee	true	60303357	United States	Suwanee	true	Verifiber Technologies, Inc., Suwanee	Verifiber Technologies, Suwanee	1.0
341	60311722	United States	Washington, D.C.	true	60315146	United States	Washington, D.C.	true	Verizon's Patent and Licensing Portfolio, Inc., Washington, D.C.	Verizon's Patent and Licensing Portfolio, Washington, D.C.	1.0
342	60315146	United States	Washington, D.C.	true	60311722	United States	Washington, D.C.	true	Verizon's Patent and Licensing Portfolio, Washington, D.C.	Verizon's Patent and Licensing Portfolio, Inc., Washington, D.C.	1.0
343	60303357	United States	Suwanee	true	60304726	United States	Suwanee	true	Verifiber Technologies, Suwanee	Verifiber Technologies, Inc., Suwanee	1.0
344	60278464	China	Weinan	false	60089927	China	Weinan	false	Weinan Teachers University, Weinan	Weinan Teachers University, Weinan	1.0
345	60089927	China	Weinan	false	60278464	China	Weinan	false	Weinan Teachers University, Weinan	Weinan Teachers University, Weinan	1.0
346	60309377	China	Xi'an	true	60310744	China	Xi'an	true	Xi'an Shenxin Kechuang Information Technology Co., Ltd., Xi'an	Xi'an Shenxin Kechuang Information Technology Co., Ltd, Xi'an	1.0
347	60310744	China	Xi'an	true	60309377	China	Xi'an	true	Xi'an Shenxin Kechuang Information Technology Co., Ltd, Xi'an	Xi'an Shenxin Kechuang Information Technology Co., Ltd., Xi'an	1.0
348	60309376	China	Xi'an	true	60310746	China	Xi'an	true	Xi'an Xiangteng Microelectronics Technology Co., Ltd., Xi'an	Xi'an Xiangteng Microelectronics Technology Co.,LTD, Xi'an	1.0
349	60310746	China	Xi'an	true	60309376	China	Xi'an	true	Xi'an Xiangteng Microelectronics Technology Co.,LTD, Xi'an	Xi'an Xiangteng Microelectronics Technology Co., Ltd., Xi'an	1.0
350	60297862	United States	Fremont	true	60008581	United States	Fremont	true	Abgenix Inc, Fremont	Abgenix, Inc., Fremont	1.0
351	60008581	United States	Fremont	true	60297862	United States	Fremont	true	Abgenix, Inc., Fremont	Abgenix Inc, Fremont	1.0
352	60074310	United Arab Emirates	Abu Dhabi	true	60288001	United Arab Emirates	Abu Dhabi	true	Higher Colleges of Technology Abu Dhabi, Abu Dhabi	Higher Colleges of Technology, Abu Dhabi	1.0
353	60288001	United Arab Emirates	Abu Dhabi	true	60074310	United Arab Emirates	Abu Dhabi	true	Higher Colleges of Technology, Abu Dhabi	Higher Colleges of Technology Abu Dhabi, Abu Dhabi	1.0
354	60319409	South Korea	Icheon	true	60094599	South Korea	Icheon	false	Hyundai Electronics Industries Co Ltd, Icheon	Hyundai Electronics Industries Co., Ltd., Icheon	1.0
355	60094599	South Korea	Icheon	false	60319409	South Korea	Icheon	true	Hyundai Electronics Industries Co., Ltd., Icheon	Hyundai Electronics Industries Co Ltd, Icheon	1.0
356	60303011	China	Liuzhou	true	60301838	China	Liuzhou	true	Liuzhou Taiqi Mechanical and Electrical Engineering Co.,Ltd., Liuzhou	Liuzhou Taiqi mechanical and Electrical Engineering Co.,Ltd., Liuzhou	1.0
357	60301838	China	Liuzhou	true	60303011	China	Liuzhou	true	Liuzhou Taiqi mechanical and Electrical Engineering Co.,Ltd., Liuzhou	Liuzhou Taiqi Mechanical and Electrical Engineering Co.,Ltd., Liuzhou	1.0
358	60297599	United States	Ipswich	true	60028507	United States	Ipswich	true	New England Biolabs, Inc., Ipswich	New England Biolabs, Ipswich	1.0
359	60162076	United Kingdom	Newcastle	true	60180326	Australia	Newcastle	true	Newcastle Business School, Newcastle	Newcastle Business School, Newcastle	1.0
360	60180326	Australia	Newcastle	true	60162076	United Kingdom	Newcastle	true	Newcastle Business School, Newcastle	Newcastle Business School, Newcastle	1.0
361	60028507	United States	Ipswich	true	60297599	United States	Ipswich	true	New England Biolabs, Ipswich	New England Biolabs, Inc., Ipswich	1.0
362	60308895	United States	Santa Clara	true	60311133	United States	Santa Clara	true	Optical Biosystems, Santa Clara	Optical Biosystems Inc., Santa Clara	1.0
363	60311133	United States	Santa Clara	true	60308895	United States	Santa Clara	true	Optical Biosystems Inc., Santa Clara	Optical Biosystems, Santa Clara	1.0
364	60033183	United States	Stamford	true	60300590	United States	Stamford	true	Philip Morris International, Stamford	Philip Morris International Inc., Stamford	1.0
365	60300590	United States	Stamford	true	60033183	United States	Stamford	true	Philip Morris International Inc., Stamford	Philip Morris International, Stamford	1.0
366	60029867	United States	Chicago	false	60009535	United States	Chicago	true	Roosevelt University Chicago, Chicago	Roosevelt University, Chicago	1.0
367	60009535	United States	Chicago	true	60029867	United States	Chicago	false	Roosevelt University, Chicago	Roosevelt University Chicago, Chicago	1.0
368	60297815	United States	Seattle	true	60294283	United States	Seattle	true	Viral Logic Systems Technology Corp, Seattle	Viral Logic Systems Technology Corp., Seattle	1.0
369	60294283	United States	Seattle	true	60297815	United States	Seattle	true	Viral Logic Systems Technology Corp., Seattle	Viral Logic Systems Technology Corp, Seattle	1.0
370	60318458	United States	Chapel Hill	true	60304262	United States	Chapel Hill	true	Apex Bioscience, Chapel Hill	Apex Bioscience Inc., Chapel Hill	1.0
371	60304262	United States	Chapel Hill	true	60318458	United States	Chapel Hill	true	Apex Bioscience Inc., Chapel Hill	Apex Bioscience, Chapel Hill	1.0
372	60313578	United States	San Francisco	true	60112729	United States	San Francisco	true	Chan Zuckerberg Biohub San Francisco, San Francisco	Chan Zuckerberg Biohub, San Francisco	1.0
373	60112729	United States	San Francisco	true	60313578	United States	San Francisco	true	Chan Zuckerberg Biohub, San Francisco	Chan Zuckerberg Biohub San Francisco, San Francisco	1.0
374	60026461	United States	Bremerton	true	60091808	United States	Bremerton	true	Diagnostic Specialties Laboratory - Bremerton, Bremerton	Diagnostic Specialties Laboratory, Inc., Bremerton	1.0
375	60091808	United States	Bremerton	true	60026461	United States	Bremerton	true	Diagnostic Specialties Laboratory, Inc., Bremerton	Diagnostic Specialties Laboratory - Bremerton, Bremerton	1.0
